Name;Taille vis;PartNumber;diametre_interieur;diametre_exterieur;epaisseur;diametreInterieur;hauteur;largeur;diametreExterieur;diametreVis;Longueur;LongueurFiletee;largeurTete;hauteurTete;pas;diametreTete;LargeurEmpreinte
;;;Longueur;Longueur;Longueur;Longueur;Longueur;Longueur;Longueur;Longueur;Longueur;Longueur;Longueur;Longueur;Longueur;Longueur;Longueur
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
TabledeparamétrageRondelle;;;;;;;;;;;;;;;;;
12*75;;12*75;;;;;;;;0,012 m;0,075 m;0,03 m;0,018 m;0,0075 m;0,00175 m;;
16*90;;16*90;;;;;;;;0,016 m;0,09 m;0,038 m;0,024 m;0,01 m;0,002 m;;
12*40;;12*40;;;;;;;;0,012 m;0,04 m;0,04 m;0,018 m;0,0075 m;0,00175 m;;
10*35;;10*35;;;;;;;;0,01 m;0,035 m;0,035 m;0,016 m;0,0064 m;0,0015 m;;
16*50;;16*50;;;;;;;;0,016 m;0,05 m;0,05 m;0,024 m;0,01 m;0,002 m;;
8*65;;8*65;;;;;;;;0,008 m;0,065 m;0,022 m;0,013 m;0,0053 m;0,00125 m;;
10*90;;10*90;;;;;;;;0,01 m;0,09 m;0,026 m;0,016 m;0,0064 m;0,0015 m;;
5*50;;5*50;;;;;;;;0,005 m;0,05 m;0,016 m;0,008 m;0,0035 m;0,0008 m;;
8*40;;8*40;;;;;;;;0,008 m;0,04 m;0,022 m;0,013 m;0,0053 m;0,00125 m;;
12*65;;12*65;;;;;;;;0,012 m;0,065 m;0,03 m;0,018 m;0,0075 m;0,00175 m;;
10*60;;10*60;;;;;;;;0,01 m;0,06 m;0,026 m;0,016 m;0,0064 m;0,0015 m;;
4*40;;4*40;;;;;;;;0,004 m;0,04 m;0,014 m;0,007 m;0,0028 m;0,0007 m;;
8*80;;8*80;;;;;;;;0,008 m;0,08 m;0,022 m;0,013 m;0,0053 m;0,00125 m;;
12*30;;12*30;;;;;;;;0,012 m;0,03 m;0,03 m;0,018 m;0,0075 m;0,00175 m;;
3*8;;3*8;;;;;;;;0,003 m;0,008 m;0,008 m;0,0055 m;0,002 m;0,0005 m;;
16*150;;16*150;;;;;;;;0,016 m;0,15 m;0,044 m;0,024 m;0,01 m;0,002 m;;
6*20;;6*20;;;;;;;;0,006 m;0,02 m;0,02 m;0,01 m;0,004 m;0,001 m;;
10*65;;10*65;;;;;;;;0,01 m;0,065 m;0,026 m;0,016 m;0,0064 m;0,0015 m;;
8*55;;8*55;;;;;;;;0,008 m;0,055 m;0,022 m;0,013 m;0,0053 m;0,00125 m;;
12*80;;12*80;;;;;;;;0,012 m;0,08 m;0,03 m;0,018 m;0,0075 m;0,00175 m;;
8*20;;8*20;;;;;;;;0,008 m;0,02 m;0,02 m;0,013 m;0,0053 m;0,00125 m;;
12*45;;12*45;;;;;;;;0,012 m;0,045 m;0,03 m;0,018 m;0,0075 m;0,00175 m;;
10*40;;10*40;;;;;;;;0,01 m;0,04 m;0,026 m;0,016 m;0,0064 m;0,0015 m;;
16*55;;16*55;;;;;;;;0,016 m;0,055 m;0,038 m;0,024 m;0,01 m;0,002 m;;
8*70;;8*70;;;;;;;;0,008 m;0,07 m;0,022 m;0,013 m;0,0053 m;0,00125 m;;
10*100;;10*100;;;;;;;;0,01 m;0,1 m;0,026 m;0,016 m;0,0064 m;0,0015 m;;
6*12;;6*12;;;;;;;;0,006 m;0,012 m;0,012 m;0,01 m;0,004 m;0,001 m;;
8*45;;8*45;;;;;;;;0,008 m;0,045 m;0,022 m;0,013 m;0,0053 m;0,00125 m;;
10*20;;10*20;;;;;;;;0,01 m;0,02 m;0,02 m;0,016 m;0,0064 m;0,0015 m;;
2*4;;2*4;;;;;;;;0,002 m;0,004 m;0,004 m;0,004 m;0,0014 m;0,0004 m;;
12*35;;12*35;;;;;;;;0,012 m;0,035 m;0,035 m;0,018 m;0,0075 m;0,00175 m;;
16*190;;16*190;;;;;;;;0,016 m;0,19 m;0,19 m;0,024 m;0,01 m;0,002 m;;
6*25;;6*25;;;;;;;;0,006 m;0,025 m;0,025 m;0,01 m;0,004 m;0,001 m;;
10*70;;10*70;;;;;;;;0,01 m;0,07 m;0,026 m;0,016 m;0,0064 m;0,0015 m;;
8*60;;8*60;;;;;;;;0,008 m;0,06 m;0,022 m;0,013 m;0,0053 m;0,00125 m;;
;;;;;;;;;;;;;;;;;
Tabledeparamétrage.visCHC;;;;;;;;;;;;;;;;;
4*12CHC;;4*12CHC;;;;;;;;0,004 m;0,012 m;0,012 m;;0,004 m;0,0007 m;0,007 m;0,003 m
8*30CHC;;8*30CHC;;;;;;;;0,008 m;0,03 m;0,03 m;;0,008 m;0,00125 m;0,013 m;0,006 m
6*20CHC;;6*20CHC;;;;;;;;0,006 m;0,02 m;0,02 m;;0,006 m;0,001 m;0,01 m;0,005 m
3*8CHC;;3*8CHC;;;;;;;;0,003 m;0,008 m;0,008 m;;0,003 m;0,0005 m;0,0055 m;0,0025 m
12*65CHC;;12*65CHC;;;;;;;;0,012 m;0,065 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
6*30CHC;;6*30CHC;;;;;;;;0,006 m;0,03 m;0,018 m;;0,006 m;0,001 m;0,01 m;0,005 m
5*12CHC;;5*12CHC;;;;;;;;0,005 m;0,012 m;0,012 m;;0,005 m;0,0008 m;0,0085 m;0,004 m
6*50CHC;;6*50CHC;;;;;;;;0,006 m;0,05 m;0,018 m;;0,006 m;0,001 m;0,01 m;0,005 m
3*12CHC;;3*12CHC;;;;;;;;0,003 m;0,012 m;0,012 m;;0,003 m;0,0005 m;0,0055 m;0,0025 m
5*25CHC;;5*25CHC;;;;;;;;0,005 m;0,025 m;0,016 m;;0,005 m;0,0008 m;0,0085 m;0,004 m
16*110CHC;;16*110CHC;;;;;;;;0,016 m;0,11 m;0,038 m;;0,016 m;0,002 m;0,024 m;0,014 m
2*5CHC;;2*5CHC;;;;;;;;0,002 m;0,005 m;0,005 m;;0,002 m;0,0004 m;0,0038 m;0,0015 m
6*60CHC;;6*60CHC;;;;;;;;0,006 m;0,06 m;0,018 m;;0,006 m;0,001 m;0,01 m;0,005 m
12*30CHC;;12*30CHC;;;;;;;;0,012 m;0,03 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
5*35CHC;;5*35CHC;;;;;;;;0,005 m;0,035 m;0,016 m;;0,005 m;0,0008 m;0,0085 m;0,004 m
8*25CHC;;8*25CHC;;;;;;;;0,008 m;0,025 m;0,025 m;;0,008 m;0,00125 m;0,013 m;0,006 m
2*8CHC;;2*8CHC;;;;;;;;0,002 m;0,008 m;0,008 m;;0,002 m;0,0004 m;0,0038 m;0,0015 m
16*170CHC;;16*170CHC;;;;;;;;0,016 m;0,17 m;0,17 m;;0,016 m;0,002 m;0,024 m;0,014 m
5*50CHC;;5*50CHC;;;;;;;;0,005 m;0,05 m;0,016 m;;0,005 m;0,0008 m;0,0085 m;0,004 m
16*55CHC;;16*55CHC;;;;;;;;0,016 m;0,055 m;0,038 m;;0,016 m;0,002 m;0,024 m;0,014 m
12*60CHC;;12*60CHC;;;;;;;;0,012 m;0,06 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
2*16CHC;;2*16CHC;;;;;;;;0,002 m;0,016 m;0,01 m;;0,002 m;0,0004 m;0,0038 m;0,0015 m
16*200CHC;;16*200CHC;;;;;;;;0,016 m;0,2 m;0,2 m;;0,016 m;0,002 m;0,024 m;0,014 m
10*60CHC;;10*60CHC;;;;;;;;0,01 m;0,06 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
6*16CHC;;6*16CHC;;;;;;;;0,006 m;0,016 m;0,016 m;;0,006 m;0,001 m;0,01 m;0,005 m
16*70CHC;;16*70CHC;;;;;;;;0,016 m;0,07 m;0,038 m;;0,016 m;0,002 m;0,024 m;0,014 m
4*35CHC;;4*35CHC;;;;;;;;0,004 m;0,035 m;0,014 m;;0,004 m;0,0007 m;0,007 m;0,003 m
8*55CHC;;8*55CHC;;;;;;;;0,008 m;0,055 m;0,022 m;;0,008 m;0,00125 m;0,013 m;0,006 m
3*6CHC;;3*6CHC;;;;;;;;0,003 m;0,006 m;0,006 m;;0,003 m;0,0005 m;0,0055 m;0,0025 m
10*75CHC;;10*75CHC;;;;;;;;0,01 m;0,075 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
6*25CHC;;6*25CHC;;;;;;;;0,006 m;0,025 m;0,025 m;;0,006 m;0,001 m;0,01 m;0,005 m
8*70CHC;;8*70CHC;;;;;;;;0,008 m;0,07 m;0,022 m;;0,008 m;0,00125 m;0,013 m;0,006 m
5*10CHC;;5*10CHC;;;;;;;;0,005 m;0,01 m;0,01 m;;0,005 m;0,0008 m;0,0085 m;0,004 m
16*80CHC;;16*80CHC;;;;;;;;0,016 m;0,08 m;0,038 m;;0,016 m;0,002 m;0,024 m;0,014 m
6*45CHC;;6*45CHC;;;;;;;;0,006 m;0,045 m;0,018 m;;0,006 m;0,001 m;0,01 m;0,005 m
3*10CHC;;3*10CHC;;;;;;;;0,003 m;0,01 m;0,01 m;;0,003 m;0,0005 m;0,0055 m;0,0025 m
10*90CHC;;10*90CHC;;;;;;;;0,01 m;0,09 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
5*20CHC;;5*20CHC;;;;;;;;0,005 m;0,02 m;0,02 m;;0,005 m;0,0008 m;0,0085 m;0,004 m
8*80CHC;;8*80CHC;;;;;;;;0,008 m;0,08 m;0,022 m;;0,008 m;0,00125 m;0,013 m;0,006 m
3*30CHC;;3*30CHC;;;;;;;;0,003 m;0,03 m;0,012 m;;0,003 m;0,0005 m;0,0055 m;0,0025 m
16*100CHC;;16*100CHC;;;;;;;;0,016 m;0,1 m;0,038 m;;0,016 m;0,002 m;0,024 m;0,014 m
12*120CHC;;12*120CHC;;;;;;;;0,012 m;0,12 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
6*55CHC;;6*55CHC;;;;;;;;0,006 m;0,055 m;0,018 m;;0,006 m;0,001 m;0,01 m;0,005 m
2*4CHC;;2*4CHC;;;;;;;;0,002 m;0,004 m;0,004 m;;0,002 m;0,0004 m;0,0038 m;0,0015 m
16*140CHC;;16*140CHC;;;;;;;;0,016 m;0,14 m;0,044 m;;0,016 m;0,002 m;0,024 m;0,014 m
12*25CHC;;12*25CHC;;;;;;;;0,012 m;0,025 m;0,025 m;;0,012 m;0,00175 m;0,018 m;0,01 m
10*30CHC;;10*30CHC;;;;;;;;0,01 m;0,03 m;0,03 m;;0,01 m;0,0015 m;0,016 m;0,008 m
5*30CHC;;5*30CHC;;;;;;;;0,005 m;0,03 m;0,016 m;;0,005 m;0,0008 m;0,0085 m;0,004 m
16*40CHC;;16*40CHC;;;;;;;;0,016 m;0,04 m;0,04 m;;0,016 m;0,002 m;0,024 m;0,014 m
4*10CHC;;4*10CHC;;;;;;;;0,004 m;0,01 m;0,01 m;;0,004 m;0,0007 m;0,007 m;0,003 m
12*45CHC;;12*45CHC;;;;;;;;0,012 m;0,045 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
8*20CHC;;8*20CHC;;;;;;;;0,008 m;0,02 m;0,02 m;;0,008 m;0,00125 m;0,013 m;0,006 m
2*6CHC;;2*6CHC;;;;;;;;0,002 m;0,006 m;0,006 m;;0,002 m;0,0004 m;0,0038 m;0,0015 m
10*45CHC;;10*45CHC;;;;;;;;0,01 m;0,045 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
5*45CHC;;5*45CHC;;;;;;;;0,005 m;0,045 m;0,016 m;;0,005 m;0,0008 m;0,0085 m;0,004 m
16*160CHC;;16*160CHC;;;;;;;;0,016 m;0,16 m;0,044 m;;0,016 m;0,002 m;0,024 m;0,014 m
4*20CHC;;4*20CHC;;;;;;;;0,004 m;0,02 m;0,014 m;;0,004 m;0,0007 m;0,007 m;0,003 m
16*50CHC;;16*50CHC;;;;;;;;0,016 m;0,05 m;0,05 m;;0,016 m;0,002 m;0,024 m;0,014 m
8*40CHC;;8*40CHC;;;;;;;;0,008 m;0,04 m;0,022 m;;0,008 m;0,00125 m;0,013 m;0,006 m
12*55CHC;;12*55CHC;;;;;;;;0,012 m;0,055 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
2*12CHC;;2*12CHC;;;;;;;;0,002 m;0,012 m;0,012 m;;0,002 m;0,0004 m;0,0038 m;0,0015 m
16*190CHC;;16*190CHC;;;;;;;;0,016 m;0,19 m;0,19 m;;0,016 m;0,002 m;0,024 m;0,014 m
10*55CHC;;10*55CHC;;;;;;;;0,01 m;0,055 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
6*12CHC;;6*12CHC;;;;;;;;0,006 m;0,012 m;0,012 m;;0,006 m;0,001 m;0,01 m;0,005 m
16*65CHC;;16*65CHC;;;;;;;;0,016 m;0,065 m;0,038 m;;0,016 m;0,002 m;0,024 m;0,014 m
4*30CHC;;4*30CHC;;;;;;;;0,004 m;0,03 m;0,014 m;;0,004 m;0,0007 m;0,007 m;0,003 m
12*75CHC;;12*75CHC;;;;;;;;0,012 m;0,075 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
8*50CHC;;8*50CHC;;;;;;;;0,008 m;0,05 m;0,022 m;;0,008 m;0,00125 m;0,013 m;0,006 m
3*5CHC;;3*5CHC;;;;;;;;0,003 m;0,005 m;0,005 m;;0,003 m;0,0005 m;0,0055 m;0,0025 m
10*70CHC;;10*70CHC;;;;;;;;0,01 m;0,07 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
8*65CHC;;8*65CHC;;;;;;;;0,008 m;0,065 m;0,022 m;;0,008 m;0,00125 m;0,013 m;0,006 m
4*40CHC;;4*40CHC;;;;;;;;0,004 m;0,04 m;0,014 m;;0,004 m;0,0007 m;0,007 m;0,003 m
16*75CHC;;16*75CHC;;;;;;;;0,016 m;0,075 m;0,038 m;;0,016 m;0,002 m;0,024 m;0,014 m
12*90CHC;;12*90CHC;;;;;;;;0,012 m;0,09 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
6*40CHC;;6*40CHC;;;;;;;;0,006 m;0,04 m;0,018 m;;0,006 m;0,001 m;0,01 m;0,005 m
10*80CHC;;10*80CHC;;;;;;;;0,01 m;0,08 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
5*16CHC;;5*16CHC;;;;;;;;0,005 m;0,016 m;0,016 m;;0,005 m;0,0008 m;0,0085 m;0,004 m
8*75CHC;;8*75CHC;;;;;;;;0,008 m;0,075 m;0,022 m;;0,008 m;0,00125 m;0,013 m;0,006 m
3*25CHC;;3*25CHC;;;;;;;;0,003 m;0,025 m;0,012 m;;0,003 m;0,0005 m;0,0055 m;0,0025 m
16*90CHC;;16*90CHC;;;;;;;;0,016 m;0,09 m;0,038 m;;0,016 m;0,002 m;0,024 m;0,014 m
12*110CHC;;12*110CHC;;;;;;;;0,012 m;0,11 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
16*130CHC;;16*130CHC;;;;;;;;0,016 m;0,13 m;0,044 m;;0,016 m;0,002 m;0,024 m;0,014 m
10*100CHC;;10*100CHC;;;;;;;;0,01 m;0,1 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
10*25CHC;;10*25CHC;;;;;;;;0,01 m;0,025 m;0,025 m;;0,01 m;0,0015 m;0,016 m;0,008 m
16*35CHC;;16*35CHC;;;;;;;;0,016 m;0,035 m;0,035 m;;0,016 m;0,002 m;0,024 m;0,014 m
4*8CHC;;4*8CHC;;;;;;;;0,004 m;0,008 m;0,008 m;;0,004 m;0,0007 m;0,007 m;0,003 m
12*40CHC;;12*40CHC;;;;;;;;0,012 m;0,04 m;0,04 m;;0,012 m;0,00175 m;0,018 m;0,01 m
8*16CHC;;8*16CHC;;;;;;;;0,008 m;0,016 m;0,016 m;;0,008 m;0,00125 m;0,013 m;0,006 m
10*40CHC;;10*40CHC;;;;;;;;0,01 m;0,04 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
5*40CHC;;5*40CHC;;;;;;;;0,005 m;0,04 m;0,016 m;;0,005 m;0,0008 m;0,0085 m;0,004 m
16*150CHC;;16*150CHC;;;;;;;;0,016 m;0,15 m;0,044 m;;0,016 m;0,002 m;0,024 m;0,014 m
4*16CHC;;4*16CHC;;;;;;;;0,004 m;0,016 m;0,016 m;;0,004 m;0,0007 m;0,007 m;0,003 m
16*45CHC;;16*45CHC;;;;;;;;0,016 m;0,045 m;0,045 m;;0,016 m;0,002 m;0,024 m;0,014 m
8*35CHC;;8*35CHC;;;;;;;;0,008 m;0,035 m;0,022 m;;0,008 m;0,00125 m;0,013 m;0,006 m
12*50CHC;;12*50CHC;;;;;;;;0,012 m;0,05 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
2*10CHC;;2*10CHC;;;;;;;;0,002 m;0,01 m;0,01 m;;0,002 m;0,0004 m;0,0038 m;0,0015 m
16*180CHC;;16*180CHC;;;;;;;;0,016 m;0,18 m;0,18 m;;0,016 m;0,002 m;0,024 m;0,014 m
10*50CHC;;10*50CHC;;;;;;;;0,01 m;0,05 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
16*60CHC;;16*60CHC;;;;;;;;0,016 m;0,06 m;0,038 m;;0,016 m;0,002 m;0,024 m;0,014 m
4*25CHC;;4*25CHC;;;;;;;;0,004 m;0,025 m;0,014 m;;0,004 m;0,0007 m;0,007 m;0,003 m
12*70CHC;;12*70CHC;;;;;;;;0,012 m;0,07 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
8*45CHC;;8*45CHC;;;;;;;;0,008 m;0,045 m;0,022 m;;0,008 m;0,00125 m;0,013 m;0,006 m
6*35CHC;;6*35CHC;;;;;;;;0,006 m;0,035 m;0,018 m;;0,006 m;0,001 m;0,01 m;0,005 m
10*65CHC;;10*65CHC;;;;;;;;0,01 m;0,065 m;0,026 m;;0,01 m;0,0015 m;0,016 m;0,008 m
8*60CHC;;8*60CHC;;;;;;;;0,008 m;0,06 m;0,022 m;;0,008 m;0,00125 m;0,013 m;0,006 m
3*16CHC;;3*16CHC;;;;;;;;0,003 m;0,016 m;0,012 m;;0,003 m;0,0005 m;0,0055 m;0,0025 m
12*80CHC;;12*80CHC;;;;;;;;0,012 m;0,08 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
3*20CHC;;3*20CHC;;;;;;;;0,003 m;0,02 m;0,012 m;;0,003 m;0,0005 m;0,0055 m;0,0025 m
12*100CHC;;12*100CHC;;;;;;;;0,012 m;0,1 m;0,03 m;;0,012 m;0,00175 m;0,018 m;0,01 m
16*120CHC;;16*120CHC;;;;;;;;0,016 m;0,12 m;0,038 m;;0,016 m;0,002 m;0,024 m;0,014 m
10*20CHC;;10*20CHC;;;;;;;;0,01 m;0,02 m;0,02 m;;0,01 m;0,0015 m;0,016 m;0,008 m
16*30CHC;;16*30CHC;;;;;;;;0,016 m;0,03 m;0,03 m;;0,016 m;0,002 m;0,024 m;0,014 m
12*35CHC;;12*35CHC;;;;;;;;0,012 m;0,035 m;0,035 m;;0,012 m;0,00175 m;0,018 m;0,01 m
10*35CHC;;10*35CHC;;;;;;;;0,01 m;0,035 m;0,035 m;;0,01 m;0,0015 m;0,016 m;0,008 m
